image_path,participant,difficulty
tracking_data_download\participant_5\extracted_images\capture__1627049286008.6233.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286079.584.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286175.338.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286209.319.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286306.264.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286390.2148.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286425.1953.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286508.1477.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286600.0938.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286649.065.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286750.0063.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286787.986.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286875.9336.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049286948.8923.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287003.8608.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287093.8096.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287133.7864.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287257.7139.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287299.6892.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287344.664.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287426.6177.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287509.569.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287540.5522.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287646.9546.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287675.9392.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287793.8706.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287829.8499.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049287921.7964.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288007.7473.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288049.723.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288141.6697.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288195.6394.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288300.578.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288300.578.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288416.5115.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288471.4792.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288535.4438.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288615.397.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288699.3496.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288751.3186.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288859.2559.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288899.2332.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049288959.1992.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289038.1545.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289106.8245.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289151.7986.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289261.736.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289297.7993.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289389.8315.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289475.7817.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289538.7766.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289608.7427.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289682.702.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289763.7195.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289806.703.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289851.7542.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049289947.784.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290002.7544.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290094.2087.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290167.1682.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290221.136.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290331.0725.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290375.0464.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290426.017.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290522.3645.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290556.3467.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290663.2834.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290697.264.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290826.1904.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290863.1677.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290915.1382.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049290992.0942.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291081.0425.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291154.9998.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291224.959.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291257.9414.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291373.873.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291420.8474.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291480.3225.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291543.2942.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291621.271.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291685.234.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291766.1875.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291823.153.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291889.1184.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049291958.0813.png,participant_5,hard
tracking_data_download\participant_5\extracted_images\capture__1627049292066.0188.png,participant_5,hard
